NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
REGULATION OF HAIR FOLLICLE DEVELOPMENT%GOBP%GO:0051797	7		Rejected!	
POSITIVE REGULATION OF DENDRITE EXTENSION%GOBP%GO:1903861	17	17		
REGULATION OF OOCYTE MATURATION%GOBP%GO:1900193	4		Rejected!	
CELLULAR RESPONSE TO RADIATION%GOBP%GO:0071478	135	135		
ACTIVIN RECEPTOR SIGNALING PATHWAY%GOBP%GO:0032924	27	26		
SUSCEPTIBILITY TO NATURAL KILLER CELL MEDIATED CYTOTOXICITY%GOBP%GO:0042271	3		Rejected!	
CEREBELLAR PURKINJE CELL DIFFERENTIATION%GOBP%GO:0021702	5		Rejected!	
POSITIVE REGULATION OF BLOOD CIRCULATION%GOBP%GO:1903524	25	25		
VENTRICULAR TRABECULA MYOCARDIUM MORPHOGENESIS%GOBP%GO:0003222	9		Rejected!	
NEGATIVE REGULATION OF LATE ENDOSOME TO LYSOSOME TRANSPORT%GOBP%GO:1902823	2		Rejected!	
INTEGRIN ACTIVATION%GOBP%GO:0033622	9		Rejected!	
REGULATION OF UTERINE SMOOTH MUSCLE CONTRACTION%GOBP%GO:0070472	3		Rejected!	
NEGATIVE REGULATION OF DENDRITIC CELL DIFFERENTIATION%GOBP%GO:2001199	6		Rejected!	
PANCREATIC D CELL DIFFERENTIATION%GOBP%GO:0003311	1		Rejected!	
RESPONSE TO PSYCHOSOCIAL STRESS%GOBP%GO:1990911	1		Rejected!	
REGULATION OF ACTIN NUCLEATION%GOBP%GO:0051125	37	33		
GLUCOSE CATABOLIC PROCESS TO PYRUVATE%GOBP%GO:0061718	18	18		
INTESTINAL D-GLUCOSE ABSORPTION%GOBP%GO:0001951	1		Rejected!	
POSITIVE REGULATION OF T CELL APOPTOTIC PROCESS%GOBP%GO:0070234	10		Rejected!	
B CELL APOPTOTIC PROCESS%GOBP%GO:0001783	2		Rejected!	
POSITIVE REGULATION OF ANTIBODY-DEPENDENT CELLULAR CYTOTOXICITY%GOBP%GO:0001815	1		Rejected!	
HOST-MEDIATED ACTIVATION OF VIRAL GENOME REPLICATION%GOBP%GO:0044829	8		Rejected!	
TRANSPORT ACROSS BLOOD-BRAIN BARRIER%GOBP%GO:0150104	88	88		
NEGATIVE REGULATION OF LONG-TERM SYNAPTIC POTENTIATION%GOBP%GO:1900272	10		Rejected!	
CALCIUM ION IMPORT INTO CYTOSOL%GOBP%GO:1902656	26	26		
NUCLEAR RNA SURVEILLANCE%GOBP%GO:0071027	34	34		
CELLULAR RESPONSE TO DSRNA%GOBP%GO:0071359	15	15		
REGULATION OF PHOSPHOLIPID CATABOLIC PROCESS%GOBP%GO:0060696	6		Rejected!	
REGULATION OF ANAPHASE-PROMOTING COMPLEX-DEPENDENT CATABOLIC PROCESS%GOBP%GO:1905784	6		Rejected!	
ESTABLISHMENT OF NATURAL KILLER CELL POLARITY%GOBP%GO:0001770	1		Rejected!	
QUINONE METABOLIC PROCESS%GOBP%GO:1901661	21	21		
REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652	97	95		
ALKALOID METABOLIC PROCESS%GOBP%GO:0009820	18	18		
REGULATION OF DENDRITIC CELL CYTOKINE PRODUCTION%GOBP%GO:0002730	9		Rejected!	
ANTERIOR/POSTERIOR AXIS SPECIFICATION%GOBP%GO:0009948	36	36		
POSITIVE REGULATION OF MUSCLE TISSUE DEVELOPMENT%GOBP%GO:1901863	9		Rejected!	
PEROXISOME MEMBRANE BIOGENESIS%GOBP%GO:0016557	1		Rejected!	
CELLULAR HYPEROSMOTIC SALINITY RESPONSE%GOBP%GO:0071475	1		Rejected!	
TRANSMEMBRANE TRANSPORT FROM LYSOSOMAL LUMEN TO CYTOSOL%GOBP%GO:0170063	1		Rejected!	
RESPONSE TO CYTOKINE%GOBP%GO:0034097	582		Rejected!	
REGULATION OF MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:1905330	40	40		
OBSOLETE REGULATION OF PROTEIN TARGETING TO MITOCHONDRION%GOBP%GO:1903214	6		Rejected!	
REGULATION OF NEURON DIFFERENTIATION%GOBP%GO:0045664	86	85		
SPERM DISPLACEMENT%GOBP%GO:0007321	1		Rejected!	
POSITIVE REGULATION OF CYTOPLASMIC TRANSLATION%GOBP%GO:2000767	17	17		
NEGATIVE REGULATION OF GENE EXPRESSION%GOBP%GO:0010629	932		Rejected!	
POSITIVE REGULATION OF ENAMEL MINERALIZATION%GOBP%GO:0070175	5		Rejected!	
NEGATIVE REGULATION OF URINE VOLUME%GOBP%GO:0035811	2		Rejected!	
POSITIVE REGULATION OF AMYLOID-BETA CLEARANCE%GOBP%GO:1900223	7		Rejected!	
POSITIVE REGULATION OF SINGLE STRAND BREAK REPAIR%GOBP%GO:1903518	1		Rejected!	
REGULATION OF REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:2000377	104	104		
TELOMERE FORMATION VIA TELOMERASE%GOBP%GO:0032203	1		Rejected!	
ESTABLISHMENT OF BLOOD-RETINAL BARRIER%GOBP%GO:1990963	1		Rejected!	
T CELL TOLERANCE INDUCTION%GOBP%GO:0002517	2		Rejected!	
REGULATION OF CELL ACTIVATION%GOBP%GO:0050865	512		Rejected!	
SKELETAL MUSCLE HYPERTROPHY%GOBP%GO:0014734	1		Rejected!	
TRANSCYTOSIS%GOBP%GO:0045056	19	19		
POSITIVE REGULATION OF BILE ACID BIOSYNTHETIC PROCESS%GOBP%GO:0070859	3		Rejected!	
MACROPHAGE DIFFERENTIATION%GOBP%GO:0030225	29	29		
MAINTENANCE OF PROTEIN LOCALIZATION IN ENDOPLASMIC RETICULUM%GOBP%GO:0035437	11		Rejected!	
HETEROCHROMATIN FORMATION%GOBP%GO:0031507	181	177		
CDP BIOSYNTHETIC PROCESS%GOBP%GO:0046705	2		Rejected!	
BONE RESORPTION%GOBP%GO:0045453	9		Rejected!	
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION%GOBP%GO:0050907	180	164		
INORGANIC ANION TRANSPORT%GOBP%GO:0015698	122	120		
LAMELLIPODIUM ASSEMBLY INVOLVED IN AMEBOIDAL CELL MIGRATION%GOBP%GO:0003363	1		Rejected!	
NEGATIVE REGULATION OF PROTEIN K48-LINKED DEUBIQUITINATION%GOBP%GO:1903094	2		Rejected!	
POSITIVE REGULATION OF CYTOKINE PRODUCTION INVOLVED IN INFLAMMATORY RESPONSE%GOBP%GO:1900017	22	22		
PEPTIDE MODIFICATION%GOBP%GO:0031179	5		Rejected!	
INORGANIC ANION IMPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0098658	2		Rejected!	
L-HISTIDINE TRANSPORT%GOBP%GO:1902024	3		Rejected!	
DTMP BIOSYNTHETIC PROCESS%GOBP%GO:0006231	4		Rejected!	
TRANSCRIPTIONAL START SITE SELECTION AT RNA POLYMERASE II PROMOTER%GOBP%GO:0001174	1		Rejected!	
TRANSLATIONAL INITIATION%GOBP%GO:0006413	59	59		
REGULATION OF VASCULOGENESIS%GOBP%GO:2001212	16	16		
CELLULAR RESPONSE TO ACID CHEMICAL%GOBP%GO:0071229	46	44		
EPIGENETIC PROGRAMMING OF GENE EXPRESSION%GOBP%GO:0043045	21	21		
LACTAM METABOLIC PROCESS%GOBP%GO:0072338	2		Rejected!	
MATURATION OF LSU-RRNA%GOBP%GO:0000470	31	31		
ORGANELLE TRANSPORT ALONG MICROTUBULE%GOBP%GO:0072384	78	77		
EPOXYGENASE P450 PATHWAY%GOBP%GO:0019373	18	18		
G PROTEIN-COUPLED RECEPTOR INTERNALIZATION%GOBP%GO:0002031	7		Rejected!	
POSITIVE REGULATION OF NEUTROPHIL CHEMOTAXIS%GOBP%GO:0090023	20	20		
REGULATION OF SINGLE-SPECIES BIOFILM FORMATION%GOBP%GO:1900190	3		Rejected!	
TOLL-LIKE RECEPTOR 5 SIGNALING PATHWAY%GOBP%GO:0034146	2		Rejected!	
ESTABLISHMENT OF TISSUE POLARITY%GOBP%GO:0007164	8		Rejected!	
NEGATIVE REGULATION OF SENSORY PERCEPTION OF PAIN%GOBP%GO:1904057	1		Rejected!	
DNA REPLICATION%GOBP%GO:0006260	199	199		
REGULATION OF GLUTAMATE RECEPTOR SIGNALING PATHWAY%GOBP%GO:1900449	14		Rejected!	
MEIOTIC SISTER CHROMATID COHESION, CENTROMERIC%GOBP%GO:0051754	5		Rejected!	
NEGATIVE REGULATION OF REGULATED SECRETORY PATHWAY%GOBP%GO:1903306	19	18		
NEGATIVE REGULATION OF MITOTIC CELL CYCLE DNA REPLICATION%GOBP%GO:1903464	2		Rejected!	
T CELL MEDIATED IMMUNITY%GOBP%GO:0002456	22	20		
GLYCEROL ETHER CATABOLIC PROCESS%GOBP%GO:0044269	5		Rejected!	
FAT CELL DIFFERENTIATION%GOBP%GO:0045444	69	69		
GLYCOLATE CATABOLIC PROCESS%GOBP%GO:0046296	1		Rejected!	
PEPTIDYL-ARGININE MODIFICATION%GOBP%GO:0018195	6		Rejected!	
COMPLEMENT-DEPENDENT CYTOTOXICITY%GOBP%GO:0097278	2		Rejected!	
SOCIAL BEHAVIOR%GOBP%GO:0035176	29	29		
INTESTINAL EPITHELIAL CELL MIGRATION%GOBP%GO:0061582	2		Rejected!	
REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900180	107	107		
CELL ADHESION MEDIATED BY INTEGRIN%GOBP%GO:0033627	36	36		
POSITIVE REGULATION OF SYNAPTIC VESICLE PRIMING%GOBP%GO:0010808	1		Rejected!	
VERY LONG-CHAIN FATTY ACID CATABOLIC PROCESS%GOBP%GO:0042760	5		Rejected!	
POSITIVE REGULATION OF CELL CYCLE G1/S PHASE TRANSITION%GOBP%GO:1902808	44	43		
RESPONSE TO ALKALINE PH%GOBP%GO:0010446	3		Rejected!	
NEGATIVE REGULATION OF ANTIFUNGAL INNATE IMMUNE RESPONSE%GOBP%GO:1905035	2		Rejected!	
REGULATION OF MITOTIC CELL CYCLE SPINDLE ASSEMBLY CHECKPOINT%GOBP%GO:0090266	32	32		
SNO(S)RNA 3'-END PROCESSING%GOBP%GO:0031126	12		Rejected!	
CENTRAL TOLERANCE INDUCTION%GOBP%GO:0002508	2		Rejected!	
GLUCAN BIOSYNTHETIC PROCESS%GOBP%GO:0009250	10		Rejected!	
NEUROTRANSMITTER RECEPTOR TRANSPORT%GOBP%GO:0099637	12		Rejected!	
NEGATIVE REGULATION OF RESPONSE TO STIMULUS%GOBP%GO:0048585	1456		Rejected!	
GLYCOSPHINGOLIPID BIOSYNTHETIC PROCESS%GOBP%GO:0006688	43	43		
GLUTATHIONE IMPORT INTO MITOCHONDRION%GOBP%GO:0160007	1		Rejected!	
ENDOPLASMIC RETICULUM MEMBRANE ORGANIZATION%GOBP%GO:0090158	16	16		
GLYCOSAMINOGLYCAN-PROTEIN LINKAGE REGION BIOSYNTHETIC PROCESS%GOBP%GO:0120532	4		Rejected!	
REGULATION OF DEFINITIVE ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0010724	2		Rejected!	
REGULATION OF INTESTINAL D-GLUCOSE ABSORPTION%GOBP%GO:1903985	2		Rejected!	
REGULATION OF CALCIUM-MEDIATED SIGNALING%GOBP%GO:0050848	80	79		
ESTABLISHMENT OF RNA LOCALIZATION TO TELOMERE%GOBP%GO:0097694	2		Rejected!	
SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097479	44	44		
POSITIVE REGULATION OF LYSOSOMAL MEMBRANE PERMEABILITY%GOBP%GO:0097214	1		Rejected!	
T-HELPER 1 CELL DIFFERENTIATION%GOBP%GO:0045063	24	24		
REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL BY SARCOPLASMIC RETICULUM%GOBP%GO:0010880	30	30		
PROTEIN TO MEMBRANE DOCKING%GOBP%GO:0022615	4		Rejected!	
POSITIVE REGULATION OF INTEGRIN ACTIVATION%GOBP%GO:0033625	11		Rejected!	
THIOESTER TRANSPORT%GOBP%GO:1901337	1		Rejected!	
COMPLEMENT ACTIVATION, LECTIN PATHWAY%GOBP%GO:0001867	9		Rejected!	
INTRACELLULAR NITRIC OXIDE HOMEOSTASIS%GOBP%GO:0033484	2		Rejected!	
SEMICIRCULAR CANAL MORPHOGENESIS%GOBP%GO:0048752	3		Rejected!	
REGULATION OF EXTRACELLULAR MATRIX CONSTITUENT SECRETION%GOBP%GO:0003330	8		Rejected!	
CELL CYCLE DNA REPLICATION MAINTENANCE OF FIDELITY%GOBP%GO:1902298	1		Rejected!	
REGULATION OF MITOCHONDRIAL TRANSCRIPTION%GOBP%GO:1903108	7		Rejected!	
REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:0072593	72	68		
POSITIVE REGULATION OF LONG-TERM NEURONAL SYNAPTIC PLASTICITY%GOBP%GO:0048170	6		Rejected!	
RESCUE OF STALLED MITOCHONDRIAL RIBOSOME%GOBP%GO:7770016	3		Rejected!	
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE II%GOBP%GO:0006357	2355		Rejected!	
OBSOLETE METHIONINE BIOSYNTHETIC PROCESS%GOBP%GO:0009086	4		Rejected!	
CIRCADIAN REGULATION OF TRANSLATION%GOBP%GO:0097167	2		Rejected!	
NEGATIVE REGULATION OF DEVELOPMENTAL PROCESS%GOBP%GO:0051093	674		Rejected!	
INTRACELLULAR MANGANESE ION HOMEOSTASIS%GOBP%GO:0030026	4		Rejected!	
LEUKOTRIENE D4 BIOSYNTHETIC PROCESS%GOBP%GO:1901750	10		Rejected!	
NEGATIVE REGULATION OF MITOTIC METAPHASE/ANAPHASE TRANSITION%GOBP%GO:0045841	29	29		
REGULATION OF ER TO GOLGI VESICLE-MEDIATED TRANSPORT%GOBP%GO:0060628	20	20		
KINETOCHORE ORGANIZATION%GOBP%GO:0051383	24	24		
BASIC AMINO ACID TRANSPORT%GOBP%GO:0015802	14		Rejected!	
NEGATIVE REGULATION OF MITOTIC CELL CYCLE, EMBRYONIC%GOBP%GO:0045976	2		Rejected!	
REGULATION OF ACTIN FILAMENT DEPOLYMERIZATION%GOBP%GO:0030834	36	36		
REGULATION OF PROTEIN LOCALIZATION TO PHAGOCYTIC VESICLE%GOBP%GO:1905169	1		Rejected!	
SNRNA METHYLATION%GOBP%GO:0106349	1		Rejected!	
REGULATION OF PHOSPHATIDYLCHOLINE BIOSYNTHETIC PROCESS%GOBP%GO:2001245	1		Rejected!	
OBSOLETE NEGATIVE REGULATION OF FIBROBLAST GROWTH FACTOR RECEPTOR SIGNALING PATHWAY INVOLVED IN NEURAL PLATE ANTERIOR/POSTERIOR PATTERN FORMATION%GOBP%GO:2000314	1		Rejected!	
RELEASE OF SEQUESTERED CALCIUM ION INTO CYTOSOL%GOBP%GO:0051209	51	51		
ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456	45	42		
SYMPATHETIC GANGLION DEVELOPMENT%GOBP%GO:0061549	9		Rejected!	
NEGATIVE REGULATION OF EXTRACELLULAR MATRIX CONSTITUENT SECRETION%GOBP%GO:0003332	4		Rejected!	
DIACYLGLYCEROL CATABOLIC PROCESS%GOBP%GO:0046340	4		Rejected!	
NEGATIVE REGULATION OF LEUKOCYTE DIFFERENTIATION%GOBP%GO:1902106	94	94		
NEGATIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031348	235		Rejected!	
TRAVERSING START CONTROL POINT OF MITOTIC CELL CYCLE%GOBP%GO:0007089	3		Rejected!	
POSITIVE REGULATION OF ASTROCYTE DIFFERENTIATION%GOBP%GO:0048711	8		Rejected!	
TARGET-DIRECTED MIRNA DEGRADATION%GOBP%GO:0140958	3		Rejected!	
AMINO-ACID BETAINE BIOSYNTHETIC PROCESS%GOBP%GO:0006578	6		Rejected!	
PHOSPHORYLATION%GOBP%GO:0016310	329		Rejected!	
NEGATIVE REGULATION OF EXOSOMAL SECRETION%GOBP%GO:1903542	4		Rejected!	
UDP-D-XYLOSE METABOLIC PROCESS%GOBP%GO:0033319	1		Rejected!	
REGULATION OF SOMITOGENESIS%GOBP%GO:0014807	4		Rejected!	
REGULATION OF TRANSMISSION OF NERVE IMPULSE%GOBP%GO:0051969	11		Rejected!	
REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS%GOBP%GO:1903426	33	33		
REGULATION OF DEFENSE RESPONSE TO VIRUS BY HOST%GOBP%GO:0050691	36	36		
POSTERIOR LATERAL LINE SYSTEM DEVELOPMENT%GOBP%GO:0048915	1		Rejected!	
BONE MINERALIZATION%GOBP%GO:0030282	25	25		
METANEPHRIC COMMA-SHAPED BODY MORPHOGENESIS%GOBP%GO:0072278	1		Rejected!	
POSITIVE REGULATION OF TRANSLATIONAL INITIATION%GOBP%GO:0045948	32	32		
DNA REPLICATION INITIATION%GOBP%GO:0006270	26	26		
EMBRYONIC SKELETAL SYSTEM MORPHOGENESIS%GOBP%GO:0048704	40	40		
NEGATIVE REGULATION OF CYTOKINESIS%GOBP%GO:0032466	6		Rejected!	
POSITIVE REGULATION OF SODIUM:PROTON ANTIPORTER ACTIVITY%GOBP%GO:0032417	3		Rejected!	
POSITIVE REGULATION OF PEPTIDYL-SERINE PHOSPHORYLATION%GOBP%GO:0033138	21	21		
POSITIVE REGULATION OF ESTABLISHMENT OF PROTEIN LOCALIZATION%GOBP%GO:1904951	213		Rejected!	
CITRATE TRANSPORT%GOBP%GO:0015746	4		Rejected!	
SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR%GOBP%GO:0072331	71	70		
POSITIVE REGULATION OF IRON EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:1904040	1		Rejected!	
REGULATORY NCRNA-MEDIATED GENE SILENCING%GOBP%GO:0031047	98	97		
NERVOUS SYSTEM PROCESS INVOLVED IN REGULATION OF SYSTEMIC ARTERIAL BLOOD PRESSURE%GOBP%GO:0001976	5		Rejected!	
MRNA ALTERNATIVE POLYADENYLATION%GOBP%GO:0110104	3		Rejected!	
REGULATION OF THE FORCE OF HEART CONTRACTION BY CHEMICAL SIGNAL%GOBP%GO:0003057	2		Rejected!	
CARBON CATABOLITE ACTIVATION OF TRANSCRIPTION%GOBP%GO:0045991	1		Rejected!	
EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0009913	107	107		
CHROMOSOMAL 5-METHYLCYTOSINE DNA DEMETHYLATION, OXIDATION PATHWAY%GOBP%GO:0141167	1		Rejected!	
GLUCOSE METABOLIC PROCESS%GOBP%GO:0006006	70	70		
TRNA SPLICING, VIA ENDONUCLEOLYTIC CLEAVAGE AND LIGATION%GOBP%GO:0006388	14		Rejected!	
NEGATIVE REGULATION OF ADENOSINE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0060169	1		Rejected!	
NEGATIVE REGULATION OF MAINTENANCE OF SISTER CHROMATID COHESION%GOBP%GO:0034092	3		Rejected!	
HOST-MEDIATED ACTIVATION OF VIRAL PROCESS%GOBP%GO:0044794	34	34		
GAMMA-AMINOBUTYRIC ACID RECEPTOR CLUSTERING%GOBP%GO:0097112	3		Rejected!	
CELLULAR DETOXIFICATION OF METAL ION%GOBP%GO:0140961	3		Rejected!	
PYRIMIDINE-CONTAINING COMPOUND TRANSMEMBRANE TRANSPORT%GOBP%GO:0072531	14		Rejected!	
POSITIVE REGULATION OF NOREPINEPHRINE UPTAKE%GOBP%GO:0051623	1		Rejected!	
REGULATION OF POSTSYNAPTIC DENSITY ORGANIZATION%GOBP%GO:1905874	6		Rejected!	
POSITIVE REGULATION OF CELL MORPHOGENESIS%GOBP%GO:0010770	19	19		
NEGATIVE REGULATION OF INFLAMMATORY RESPONSE%GOBP%GO:0050728	152	151		
NITROGEN COMPOUND TRANSPORT%GOBP%GO:0071705	408		Rejected!	
RESPONSE TO REACTIVE OXYGEN SPECIES%GOBP%GO:0000302	104	102		
RENAL TUBULE DEVELOPMENT%GOBP%GO:0061326	38	38		
CELLULAR DETOXIFICATION OF METHYLGLYOXAL%GOBP%GO:0140041	1		Rejected!	
REGULATION OF ADAPTIVE IMMUNE RESPONSE%GOBP%GO:0002819	175	173		
L-LYSINE CATABOLIC PROCESS%GOBP%GO:0019477	2		Rejected!	
AUTONOMIC NERVOUS SYSTEM DEVELOPMENT%GOBP%GO:0048483	29	29		
PREANTRAL OVARIAN FOLLICLE GROWTH%GOBP%GO:0001546	1		Rejected!	
SMOOTH MUSCLE CONTRACTION%GOBP%GO:0006939	31	31		
SYMBIONT-MEDIATED DISRUPTION OF HOST CELLULAR ANATOMICAL STRUCTURE%GOBP%GO:0052008	4		Rejected!	
REGULATION OF ACTIN FILAMENT POLYMERIZATION%GOBP%GO:0030833	91	91		
REGULATION OF TYPE III INTERFERON PRODUCTION%GOBP%GO:0034344	3		Rejected!	
REGULATION OF CHEMOKINE (C-X-C MOTIF) LIGAND 9 PRODUCTION%GOBP%GO:0035394	1		Rejected!	
CENTRAL NERVOUS SYSTEM NEURON DEVELOPMENT%GOBP%GO:0021954	43	43		
SPHINGOLIPID MEDIATED SIGNALING PATHWAY%GOBP%GO:0090520	10		Rejected!	
REGULATION OF SKELETAL MUSCLE CONTRACTION BY REGULATION OF RELEASE OF SEQUESTERED CALCIUM ION%GOBP%GO:0014809	5		Rejected!	
REGULATION OF RECEPTOR BINDING%GOBP%GO:1900120	3		Rejected!	
CELLULAR RESPONSE TO SODIUM ARSENITE%GOBP%GO:1903936	5		Rejected!	
NEGATIVE REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS%GOBP%GO:1903427	12		Rejected!	
ENAMEL MINERALIZATION%GOBP%GO:0070166	7		Rejected!	
DOUBLE-STRAND BREAK REPAIR VIA SYNTHESIS-DEPENDENT STRAND ANNEALING%GOBP%GO:0045003	9		Rejected!	
RESPIRATORY TUBE DEVELOPMENT%GOBP%GO:0030323	50	50		
POSITIVE REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051984	21	21		
REGULATION OF PURKINJE MYOCYTE ACTION POTENTIAL%GOBP%GO:0098906	1		Rejected!	
INTESTINAL MOTILITY%GOBP%GO:0120054	1		Rejected!	
POSITIVE REGULATION OF OSTEOCLAST PROLIFERATION%GOBP%GO:0090290	3		Rejected!	
PRINCIPAL SENSORY NUCLEUS OF TRIGEMINAL NERVE DEVELOPMENT%GOBP%GO:0021740	1		Rejected!	
NORADRENERGIC NEURON FATE COMMITMENT%GOBP%GO:0003359	1		Rejected!	
IMMUNE RESPONSE%GOBP%GO:0006955	1237		Rejected!	
DENDRITIC CELL MIGRATION%GOBP%GO:0036336	21	21		
OTOLITH MINERALIZATION%GOBP%GO:0045299	4		Rejected!	
PHOSPHATIDYLCHOLINE ACYL-CHAIN REMODELING%GOBP%GO:0036151	14		Rejected!	
AUTOPHAGY OF MITOCHONDRION%GOBP%GO:0000422	67	66		
PYRIMIDINE RIBONUCLEOSIDE DIPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009194	3		Rejected!	
TRIF-DEPENDENT TOLL-LIKE RECEPTOR SIGNALING PATHWAY%GOBP%GO:0035666	11		Rejected!	
NEGATIVE REGULATION OF CELLULAR SENESCENCE%GOBP%GO:2000773	17	17		
NEGATIVE REGULATION OF MEMBRANE POTENTIAL%GOBP%GO:0045837	8		Rejected!	
LEWIS A EPITOPE BIOSYNTHETIC PROCESS%GOBP%GO:0010493	1		Rejected!	
ENDOTHELIAL CELL PROLIFERATION%GOBP%GO:0001935	19	19		
GLYCOGEN BIOSYNTHETIC PROCESS VIA UDP-GLUCOSE%GOBP%GO:0160249	1		Rejected!	
REGULATION OF PHOSPHATIDYLSERINE EXPOSURE ON APOPTOTIC CELL SURFACE%GOBP%GO:1905780	1		Rejected!	
RESPONSE TO TYPE II INTERFERON%GOBP%GO:0034341	84	84		
POSITIVE REGULATION OF CELL CYCLE%GOBP%GO:0045787	263		Rejected!	
REGULATION OF MRNA PROCESSING%GOBP%GO:0050684	134	134		
TRANS-SYNAPTIC SIGNALING%GOBP%GO:0099537	337		Rejected!	
REGULATION OF CELL ADHESION MOLECULE PRODUCTION%GOBP%GO:0060353	6		Rejected!	
SQUAMOUS BASAL EPITHELIAL STEM CELL DIFFERENTIATION INVOLVED IN PROSTATE GLAND ACINUS DEVELOPMENT%GOBP%GO:0060529	1		Rejected!	
REGULATION OF INTERLEUKIN-17 PRODUCTION%GOBP%GO:0032660	34	34		
PLASMA MEMBRANE PHOSPHOLIPID SCRAMBLING%GOBP%GO:0017121	17	17		
VENTRICULAR ZONE NEUROBLAST DIVISION%GOBP%GO:0021847	2		Rejected!	
REPLICATION FORK ARREST%GOBP%GO:0043111	4		Rejected!	
DETECTION OF TEMPERATURE STIMULUS INVOLVED IN SENSORY PERCEPTION OF PAIN%GOBP%GO:0050965	5		Rejected!	
PEPTIDYL-TYROSINE DEPHOSPHORYLATION%GOBP%GO:0035335	19	19		
NEGATIVE REGULATION OF CELLULAR RESPONSE TO INSULIN STIMULUS%GOBP%GO:1900077	34	34		
NATURAL KILLER CELL INHIBITORY SIGNALING PATHWAY%GOBP%GO:0002769	3		Rejected!	
REGULATION OF PURINE NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:1900371	17	17		
COLLAGEN METABOLIC PROCESS%GOBP%GO:0032963	52	52		
CENTRAL NERVOUS SYSTEM MORPHOGENESIS%GOBP%GO:0021551	3		Rejected!	
DEFENSE RESPONSE TO OTHER ORGANISM%GOBP%GO:0098542	613		Rejected!	
ANTIGEN SAMPLING BY M CELLS IN MUCOSAL-ASSOCIATED LYMPHOID TISSUE%GOBP%GO:0002406	1		Rejected!	
NEGATIVE REGULATION OF NECROPTOTIC PROCESS%GOBP%GO:0060546	10		Rejected!	
NONRIBOSOMAL PEPTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0019184	6		Rejected!	
NEGATIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0016525	91	91		
POSITIVE REGULATION OF ERROR-PRONE TRANSLESION SYNTHESIS%GOBP%GO:1904333	1		Rejected!	
PLACENTA BLOOD VESSEL DEVELOPMENT%GOBP%GO:0060674	7		Rejected!	
GOLGI VESICLE BUDDING%GOBP%GO:0048194	9		Rejected!	
NEGATIVE REGULATION OF INTERFERON-ALPHA PRODUCTION%GOBP%GO:0032687	5		Rejected!	
NEGATIVE REGULATION OF PHOSPHORUS METABOLIC PROCESS%GOBP%GO:0010563	148	147		
CELLULAR RESPONSE TO BMP STIMULUS%GOBP%GO:0071773	60	60		
G-QUADRUPLEX DNA FORMATION%GOBP%GO:0071919	1		Rejected!	
INNATE IMMUNE RESPONSE%GOBP%GO:0045087	519		Rejected!	
AXONOGENESIS%GOBP%GO:0007409	247		Rejected!	
POSITIVE REGULATION OF MEMBRANE REPOLARIZATION DURING CARDIAC MUSCLE CELL ACTION POTENTIAL%GOBP%GO:1905033	3		Rejected!	
POSITIVE REGULATION OF SYNAPSE ASSEMBLY%GOBP%GO:0051965	43	43		
OBSOLETE NEGATIVE REGULATION OF CELL PROLIFERATION INVOLVED IN HEART VALVE MORPHOGENESIS%GOBP%GO:0003252	2		Rejected!	
BIOFILM MATRIX DISASSEMBLY%GOBP%GO:0098786	1		Rejected!	
UDP-N-ACETYLGLUCOSAMINE TRANSMEMBRANE TRANSPORT%GOBP%GO:1990569	3		Rejected!	
CRANIAL SKELETAL SYSTEM DEVELOPMENT%GOBP%GO:1904888	26	26		
BRANCHED-CHAIN AMINO ACID TRANSPORT%GOBP%GO:0015803	12		Rejected!	
REGULATION OF POST-TRANSCRIPTIONAL GENE SILENCING%GOBP%GO:0060147	28	28		
P GRANULE ORGANIZATION%GOBP%GO:0030719	6		Rejected!	
