NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
IRE1ALPHA ACTIVATES CHAPERONES%REACTOME%R-HSA-381070.3	IRE1ALPHA ACTIVATES CHAPERONES%REACTOME%R-HSA-381070.3	Details ...	49	-0.62483513	-2.2990208	0.0	0.004563066	0.004	3723	tags=49%, list=15%, signal=58%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	94	-0.56693727	-2.2846272	0.0	0.0028566644	0.005	4584	tags=56%, list=19%, signal=69%	
ENDOPLASMIC RETICULUM TO CYTOSOL TRANSPORT%GOBP%GO:1903513	ENDOPLASMIC RETICULUM TO CYTOSOL TRANSPORT%GOBP%GO:1903513	Details ...	19	-0.7711783	-2.2259812	0.0	0.0072414204	0.019	2353	tags=58%, list=10%, signal=64%	
RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970	RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970	Details ...	19	-0.7711783	-2.1955535	0.0	0.011690489	0.041	2353	tags=58%, list=10%, signal=64%	
UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME%R-HSA-381119.4	UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME%R-HSA-381119.4	Details ...	92	-0.5333073	-2.1831264	0.0	0.010964647	0.047	3723	tags=39%, list=15%, signal=46%	
MORPHINE METABOLISM PATHWAY%SMPDB%SMP0000622	MORPHINE METABOLISM PATHWAY%SMPDB%SMP0000622	Details ...	16	-0.77495456	-2.179825	0.0	0.009324372	0.048	1216	tags=44%, list=5%, signal=46%	
XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381038.5	XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381038.5	Details ...	47	-0.6098359	-2.1773992	0.0	0.008159383	0.049	3723	tags=49%, list=15%, signal=58%	
DENGUE VIRUS GENOME TRANSLATION AND REPLICATION%REACTOME%R-HSA-9918487.1	DENGUE VIRUS GENOME TRANSLATION AND REPLICATION%REACTOME%R-HSA-9918487.1	Details ...	80	-0.5399991	-2.1447976	0.0	0.011429551	0.078	1865	tags=30%, list=8%, signal=32%	
DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 95%5609975	DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 95%5609975	Details ...	16	-0.78509057	-2.1319566	0.0	0.01283331	0.099	3629	tags=50%, list=15%, signal=59%	
CLASSICAL ANTIBODY-MEDIATED COMPLEMENT ACTIVATION%REACTOME%R-HSA-173623.4	CLASSICAL ANTIBODY-MEDIATED COMPLEMENT ACTIVATION%REACTOME%R-HSA-173623.4	Details ...	69	-0.54194367	-2.1150534	0.0	0.0153392665	0.128	5078	tags=58%, list=21%, signal=73%	
ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442	ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442	Details ...	20	-0.7067363	-2.1061044	0.0	0.015099896	0.138	1216	tags=35%, list=5%, signal=37%	
ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577	ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577	Details ...	20	-0.7067363	-2.0725234	0.0	0.020916192	0.19	1216	tags=35%, list=5%, signal=37%	
PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0032527	PROTEIN EXIT FROM ENDOPLASMIC RETICULUM%GOBP%GO:0032527	Details ...	25	-0.66780347	-2.0688052	0.0	0.02072035	0.205	2685	tags=52%, list=11%, signal=58%	
ANDROSTENEDIONE METABOLISM%SMPDB%SMP0030406	ANDROSTENEDIONE METABOLISM%SMPDB%SMP0030406	Details ...	18	-0.745122	-2.067854	0.0	0.019483656	0.207	1216	tags=39%, list=5%, signal=41%	
SORAFENIB METABOLISM PATHWAY%PATHWHIZ%PW000624	SORAFENIB METABOLISM PATHWAY%PATHWHIZ%PW000624	Details ...	16	-0.73851115	-2.0319405	0.0	0.027691165	0.296	1216	tags=44%, list=5%, signal=46%	
CD22 MEDIATED BCR REGULATION%REACTOME DATABASE ID RELEASE 95%5690714	CD22 MEDIATED BCR REGULATION%REACTOME DATABASE ID RELEASE 95%5690714	Details ...	66	-0.52405155	-2.0264742	0.0	0.027807936	0.313	4814	tags=55%, list=20%, signal=68%	
