NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
RECEPTOR INTERNALIZATION%GOBP%GO:0031623	RECEPTOR INTERNALIZATION%GOBP%GO:0031623	Details ...	55	0.56679773	1.7816044	0.0	1.0	0.937	3335	tags=33%, list=14%, signal=38%	
FEMALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007143	FEMALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007143	Details ...	21	0.6983362	1.7785925	0.0013495276	1.0	0.949	3316	tags=33%, list=14%, signal=39%	
VISUAL BEHAVIOR%GOBP%GO:0007632	VISUAL BEHAVIOR%GOBP%GO:0007632	Details ...	18	0.69790953	1.7371334	0.0014044944	1.0	0.999	4704	tags=61%, list=19%, signal=76%	
COMMON PATHWAY OF FIBRIN CLOT FORMATION%REACTOME DATABASE ID RELEASE 95%140875	COMMON PATHWAY OF FIBRIN CLOT FORMATION%REACTOME DATABASE ID RELEASE 95%140875	Details ...	22	0.6625261	1.7369606	0.005594406	1.0	0.999	3625	tags=41%, list=15%, signal=48%	
PHOSPHATIDYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046471	PHOSPHATIDYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046471	Details ...	31	0.6279995	1.7359083	0.001310616	1.0	0.999	2498	tags=26%, list=10%, signal=29%	
COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP558%HOMO SAPIENS	COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP558%HOMO SAPIENS	Details ...	49	0.55507797	1.6745872	0.0012820513	1.0	1.0	8585	tags=63%, list=35%, signal=97%	
POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090026	POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090026	Details ...	18	0.66532856	1.661789	0.007022472	1.0	1.0	5323	tags=56%, list=22%, signal=71%	
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PATHWAY%WIKIPATHWAYS_20260211%WP2533%HOMO SAPIENS	GLYCEROPHOSPHOLIPID BIOSYNTHETIC PATHWAY%WIKIPATHWAYS_20260211%WP2533%HOMO SAPIENS	Details ...	26	0.62050027	1.6611755	0.004137931	1.0	1.0	2739	tags=27%, list=11%, signal=30%	
DENGUE 2 INTERACTIONS WITH COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP3896%HOMO SAPIENS	DENGUE 2 INTERACTIONS WITH COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP3896%HOMO SAPIENS	Details ...	50	0.54811907	1.6604397	0.0037406483	1.0	1.0	8585	tags=62%, list=35%, signal=95%	
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.5	GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.5	Details ...	37	0.57843244	1.655012	0.0040650405	1.0	1.0	7592	tags=59%, list=31%, signal=86%	
