NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
IRE1ALPHA ACTIVATES CHAPERONES%REACTOME%R-HSA-381070.3	IRE1ALPHA ACTIVATES CHAPERONES%REACTOME%R-HSA-381070.3	Details ...	49	-0.62483513	-2.2870967	0.0	0.006864169	0.006	3723	tags=49%, list=15%, signal=58%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	94	-0.56693727	-2.2842078	0.0	0.0034320846	0.006	4584	tags=56%, list=19%, signal=69%	
ENDOPLASMIC RETICULUM TO CYTOSOL TRANSPORT%GOBP%GO:1903513	ENDOPLASMIC RETICULUM TO CYTOSOL TRANSPORT%GOBP%GO:1903513	Details ...	19	-0.7711783	-2.2550144	0.0	0.0038130744	0.01	2353	tags=58%, list=10%, signal=64%	
RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970	RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970	Details ...	19	-0.7711783	-2.2538385	0.0	0.0028598057	0.01	2353	tags=58%, list=10%, signal=64%	
XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381038.5	XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381038.5	Details ...	47	-0.6098359	-2.2091622	0.0	0.005011831	0.022	3723	tags=49%, list=15%, signal=58%	
DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 95%5609975	DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 95%5609975	Details ...	16	-0.78509057	-2.1895082	0.0	0.005898546	0.03	3629	tags=50%, list=15%, signal=59%	
UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME%R-HSA-381119.4	UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME%R-HSA-381119.4	Details ...	92	-0.5333073	-2.1557527	0.0	0.00947713	0.054	3723	tags=39%, list=15%, signal=46%	
DENGUE VIRUS GENOME TRANSLATION AND REPLICATION%REACTOME%R-HSA-9918487.1	DENGUE VIRUS GENOME TRANSLATION AND REPLICATION%REACTOME%R-HSA-9918487.1	Details ...	80	-0.5399991	-2.145715	0.0	0.0100069875	0.065	1865	tags=30%, list=8%, signal=32%	
ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442	ETOPOSIDE ACTION PATHWAY%SMPDB%SMP0000442	Details ...	20	-0.7067363	-2.109289	0.0	0.016428255	0.121	1216	tags=35%, list=5%, signal=37%	
ANDROSTENEDIONE METABOLISM%SMPDB%SMP0030406	ANDROSTENEDIONE METABOLISM%SMPDB%SMP0030406	Details ...	18	-0.745122	-2.103085	0.0	0.016050387	0.132	1216	tags=39%, list=5%, signal=41%	
