NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970	RETROGRADE PROTEIN TRANSPORT, ER TO CYTOSOL%GOBP%GO:0030970	Details ...	19	-0.7711783	-2.2681048	0.0	0.007975654	0.007	2353	tags=58%, list=10%, signal=64%	
IRE1ALPHA ACTIVATES CHAPERONES%REACTOME%R-HSA-381070.3	IRE1ALPHA ACTIVATES CHAPERONES%REACTOME%R-HSA-381070.3	Details ...	49	-0.62483513	-2.2640195	0.0	0.0045359815	0.008	3723	tags=49%, list=15%, signal=58%	
HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDBHALLMARK%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Details ...	94	-0.56693727	-2.2559578	0.0	0.0041814814	0.011	4584	tags=56%, list=19%, signal=69%	
ENDOPLASMIC RETICULUM TO CYTOSOL TRANSPORT%GOBP%GO:1903513	ENDOPLASMIC RETICULUM TO CYTOSOL TRANSPORT%GOBP%GO:1903513	Details ...	19	-0.7711783	-2.166533	0.0	0.010305025	0.035	2353	tags=58%, list=10%, signal=64%	
MORPHINE METABOLISM PATHWAY%SMPDB%SMP0000622	MORPHINE METABOLISM PATHWAY%SMPDB%SMP0000622	Details ...	16	-0.77495456	-2.16321	0.0	0.009412602	0.04	1216	tags=44%, list=5%, signal=46%	
DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 95%5609975	DISEASES ASSOCIATED WITH GLYCOSYLATION PRECURSOR BIOSYNTHESIS%REACTOME DATABASE ID RELEASE 95%5609975	Details ...	16	-0.78509057	-2.1545336	0.0	0.00935816	0.047	3629	tags=50%, list=15%, signal=59%	
ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577	ETOPOSIDE METABOLISM PATHWAY%PATHWHIZ%PW000577	Details ...	20	-0.7067363	-2.1454265	0.0	0.009504208	0.056	1216	tags=35%, list=5%, signal=37%	
UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME%R-HSA-381119.4	UNFOLDED PROTEIN RESPONSE (UPR)%REACTOME%R-HSA-381119.4	Details ...	92	-0.5333073	-2.1366746	0.0	0.009470456	0.063	3723	tags=39%, list=15%, signal=46%	
ANDROSTENEDIONE METABOLISM%SMPDB%SMP0030406	ANDROSTENEDIONE METABOLISM%SMPDB%SMP0030406	Details ...	18	-0.745122	-2.1361375	0.0	0.00854115	0.064	1216	tags=39%, list=5%, signal=41%	
XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381038.5	XBP1(S) ACTIVATES CHAPERONE GENES%REACTOME%R-HSA-381038.5	Details ...	47	-0.6098359	-2.1109369	0.0	0.011832114	0.098	3723	tags=49%, list=15%, signal=58%	
