NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
FEMALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007143	FEMALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007143	Details ...	21	0.6983362	1.8004943	0.0014285714	1.0	0.834	3316	tags=33%, list=14%, signal=39%	
PHOSPHATIDYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046471	PHOSPHATIDYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046471	Details ...	31	0.6279995	1.7644387	0.0013774105	1.0	0.967	2498	tags=26%, list=10%, signal=29%	
RECEPTOR INTERNALIZATION%GOBP%GO:0031623	RECEPTOR INTERNALIZATION%GOBP%GO:0031623	Details ...	55	0.56679773	1.7571417	0.001261034	1.0	0.98	3335	tags=33%, list=14%, signal=38%	
COMMON PATHWAY OF FIBRIN CLOT FORMATION%REACTOME DATABASE ID RELEASE 95%140875	COMMON PATHWAY OF FIBRIN CLOT FORMATION%REACTOME DATABASE ID RELEASE 95%140875	Details ...	22	0.6625261	1.7383894	0.004310345	1.0	0.994	3625	tags=41%, list=15%, signal=48%	
VISUAL BEHAVIOR%GOBP%GO:0007632	VISUAL BEHAVIOR%GOBP%GO:0007632	Details ...	18	0.69790953	1.720728	0.002805049	1.0	0.997	4704	tags=61%, list=19%, signal=76%	
PEROXISOMAL LIPID METABOLISM%REACTOME%R-HSA-390918.7	PEROXISOMAL LIPID METABOLISM%REACTOME%R-HSA-390918.7	Details ...	23	0.63620806	1.6909555	0.0014347202	1.0	1.0	5746	tags=57%, list=23%, signal=74%	
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PATHWAY%WIKIPATHWAYS_20260211%WP2533%HOMO SAPIENS	GLYCEROPHOSPHOLIPID BIOSYNTHETIC PATHWAY%WIKIPATHWAYS_20260211%WP2533%HOMO SAPIENS	Details ...	26	0.62050027	1.6775265	0.006830601	1.0	1.0	2739	tags=27%, list=11%, signal=30%	
COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP558%HOMO SAPIENS	COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP558%HOMO SAPIENS	Details ...	49	0.55507797	1.6738183	0.0025542784	1.0	1.0	8585	tags=63%, list=35%, signal=97%	
DENGUE 2 INTERACTIONS WITH COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP3896%HOMO SAPIENS	DENGUE 2 INTERACTIONS WITH COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP3896%HOMO SAPIENS	Details ...	50	0.54811907	1.6659424	0.003816794	1.0	1.0	8585	tags=62%, list=35%, signal=95%	
FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20260211%WP143%HOMO SAPIENS	FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20260211%WP143%HOMO SAPIENS	Details ...	26	0.6159029	1.6626514	0.005457026	1.0	1.0	4516	tags=46%, list=18%, signal=57%	
GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.5	GENERATION OF SECOND MESSENGER MOLECULES%REACTOME%R-HSA-202433.5	Details ...	37	0.57843244	1.6616305	0.0013175231	1.0	1.0	7592	tags=59%, list=31%, signal=86%	
ETHER LIPID METABOLIC PROCESS%GOBP%GO:0046485	ETHER LIPID METABOLIC PROCESS%GOBP%GO:0046485	Details ...	22	0.6328374	1.6497033	0.007062147	1.0	1.0	2346	tags=27%, list=10%, signal=30%	
POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090026	POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090026	Details ...	18	0.66532856	1.643384	0.005602241	1.0	1.0	5323	tags=56%, list=22%, signal=71%	
ZYGOTIC GENOME ACTIVATION (ZGA)%REACTOME DATABASE ID RELEASE 95%9819196	ZYGOTIC GENOME ACTIVATION (ZGA)%REACTOME DATABASE ID RELEASE 95%9819196	Details ...	16	0.6799235	1.6427356	0.01183432	1.0	1.0	6320	tags=63%, list=26%, signal=84%	
LONG-TERM POTENTIATION%REACTOME%R-HSA-9620244.3	LONG-TERM POTENTIATION%REACTOME%R-HSA-9620244.3	Details ...	22	0.61962116	1.638566	0.011188812	1.0	1.0	5213	tags=50%, list=21%, signal=63%	
HALLMARK_PEROXISOME%MSIGDBHALLMARK%HALLMARK_PEROXISOME	HALLMARK_PEROXISOME%MSIGDBHALLMARK%HALLMARK_PEROXISOME	Details ...	81	0.50610733	1.6277776	0.0023724793	1.0	1.0	5125	tags=37%, list=21%, signal=47%	
MACROPHAGE ACTIVATION%GOBP%GO:0042116	MACROPHAGE ACTIVATION%GOBP%GO:0042116	Details ...	41	0.55453825	1.6255063	0.003911343	1.0	1.0	7017	tags=54%, list=29%, signal=75%	
TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 95%202430	TRANSLOCATION OF ZAP-70 TO IMMUNOLOGICAL SYNAPSE%REACTOME DATABASE ID RELEASE 95%202430	Details ...	22	0.63671553	1.6194108	0.0113154175	1.0	1.0	7592	tags=68%, list=31%, signal=99%	
POSITIVE REGULATION OF VASOCONSTRICTION%GOBP%GO:0045907	POSITIVE REGULATION OF VASOCONSTRICTION%GOBP%GO:0045907	Details ...	15	0.6732474	1.6077219	0.0083916085	1.0	1.0	5350	tags=47%, list=22%, signal=60%	
ASSOCIATIVE LEARNING%GOBP%GO:0008306	ASSOCIATIVE LEARNING%GOBP%GO:0008306	Details ...	23	0.6094531	1.6031971	0.015068493	1.0	1.0	4704	tags=48%, list=19%, signal=59%	
POSITIVE REGULATION OF T CELL MIGRATION%GOBP%GO:2000406	POSITIVE REGULATION OF T CELL MIGRATION%GOBP%GO:2000406		29	0.5900965	1.5980223	0.010443864	1.0	1.0	6440	tags=55%, list=26%, signal=75%	
ACYL CHAIN REMODELLING OF PC%REACTOME%R-HSA-1482788.5	ACYL CHAIN REMODELLING OF PC%REACTOME%R-HSA-1482788.5		27	0.5844965	1.596016	0.012244898	1.0	1.0	2653	tags=26%, list=11%, signal=29%	
POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:2000463	POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL%GOBP%GO:2000463		22	0.6163828	1.5948557	0.014064698	1.0	1.0	4259	tags=36%, list=17%, signal=44%	
DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF BITTER TASTE%GOBP%GO:0001580	DETECTION OF CHEMICAL STIMULUS INVOLVED IN SENSORY PERCEPTION OF BITTER TASTE%GOBP%GO:0001580		33	0.56715035	1.5889285	0.014647137	1.0	1.0	6407	tags=39%, list=26%, signal=53%	
PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME%R-HSA-202427.8	PHOSPHORYLATION OF CD3 AND TCR ZETA CHAINS%REACTOME%R-HSA-202427.8		25	0.6023649	1.5871967	0.009655172	1.0	1.0	7624	tags=64%, list=31%, signal=93%	
CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098	CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098		62	0.5075894	1.5870488	0.0	1.0	1.0	5877	tags=44%, list=24%, signal=57%	
MALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007140	MALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007140		40	0.54695684	1.5854332	0.01615074	1.0	1.0	4501	tags=40%, list=18%, signal=49%	
UNBLOCKING OF NMDA RECEPTORS, GLUTAMATE BINDING AND ACTIVATION%REACTOME%R-HSA-438066.5	UNBLOCKING OF NMDA RECEPTORS, GLUTAMATE BINDING AND ACTIVATION%REACTOME%R-HSA-438066.5		21	0.61641055	1.584285	0.0085227275	1.0	1.0	4113	tags=43%, list=17%, signal=51%	
DIOL BIOSYNTHETIC PROCESS%GOBP%GO:0034312	DIOL BIOSYNTHETIC PROCESS%GOBP%GO:0034312		20	0.6188269	1.5779384	0.017518248	1.0	1.0	5280	tags=55%, list=22%, signal=70%	
RESPONSE TO CHEMOKINE%GOBP%GO:1990868	RESPONSE TO CHEMOKINE%GOBP%GO:1990868		69	0.48946163	1.5714523	0.0036275694	1.0	1.0	5877	tags=42%, list=24%, signal=55%	
CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869	CELLULAR RESPONSE TO CHEMOKINE%GOBP%GO:1990869		69	0.48946163	1.5691402	0.003726708	1.0	1.0	5877	tags=42%, list=24%, signal=55%	
REGULATION OF VASOCONSTRICTION%GOBP%GO:0019229	REGULATION OF VASOCONSTRICTION%GOBP%GO:0019229		34	0.5524995	1.5680801	0.014341591	1.0	1.0	6689	tags=44%, list=27%, signal=61%	
LIPID OXIDATION%GOBP%GO:0034440	LIPID OXIDATION%GOBP%GO:0034440		72	0.4918939	1.5656023	0.006053269	1.0	1.0	5746	tags=46%, list=23%, signal=60%	
CLATHRIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:0072583	CLATHRIN-DEPENDENT ENDOCYTOSIS%GOBP%GO:0072583		32	0.5568571	1.5641677	0.013315579	1.0	1.0	4278	tags=38%, list=17%, signal=45%	
STATIN INHIBITION OF CHOLESTEROL PRODUCTION%WIKIPATHWAYS_20260211%WP430%HOMO SAPIENS	STATIN INHIBITION OF CHOLESTEROL PRODUCTION%WIKIPATHWAYS_20260211%WP430%HOMO SAPIENS		25	0.5900434	1.5613983	0.01510989	1.0	1.0	8580	tags=72%, list=35%, signal=111%	
AMELOGENESIS%GOBP%GO:0097186	AMELOGENESIS%GOBP%GO:0097186		15	0.6532535	1.5584733	0.021306818	1.0	1.0	3091	tags=47%, list=13%, signal=53%	
PEPTIDE METABOLIC PROCESS%GOBP%GO:0006518	PEPTIDE METABOLIC PROCESS%GOBP%GO:0006518		42	0.52215016	1.5575273	0.009247027	1.0	1.0	6745	tags=45%, list=28%, signal=62%	
NEURON RECOGNITION%GOBP%GO:0008038	NEURON RECOGNITION%GOBP%GO:0008038		37	0.5390841	1.5489364	0.009150327	1.0	1.0	6980	tags=59%, list=28%, signal=83%	
REGULATION OF RECEPTOR RECYCLING%GOBP%GO:0001919	REGULATION OF RECEPTOR RECYCLING%GOBP%GO:0001919		17	0.63314253	1.5467823	0.012802276	1.0	1.0	6139	tags=59%, list=25%, signal=78%	
ASSEMBLY AND CELL SURFACE PRESENTATION OF NMDA RECEPTORS%REACTOME DATABASE ID RELEASE 95%9609736	ASSEMBLY AND CELL SURFACE PRESENTATION OF NMDA RECEPTORS%REACTOME DATABASE ID RELEASE 95%9609736		25	0.5873365	1.5435042	0.020661157	1.0	1.0	4113	tags=44%, list=17%, signal=53%	
PEPTIDE CATABOLIC PROCESS%GOBP%GO:0043171	PEPTIDE CATABOLIC PROCESS%GOBP%GO:0043171		19	0.6276106	1.540844	0.02124646	1.0	1.0	6689	tags=53%, list=27%, signal=72%	
PHOSPHATIDYLCHOLINE METABOLIC PROCESS%GOBP%GO:0046470	PHOSPHATIDYLCHOLINE METABOLIC PROCESS%GOBP%GO:0046470		62	0.49212667	1.5380096	0.0088495575	1.0	1.0	3215	tags=23%, list=13%, signal=26%	
REGULATION OF T CELL MIGRATION%GOBP%GO:2000404	REGULATION OF T CELL MIGRATION%GOBP%GO:2000404		40	0.53067666	1.5373495	0.012936611	1.0	1.0	6440	tags=48%, list=26%, signal=64%	
LYMPHOCYTE CHEMOTAXIS%GOBP%GO:0048247	LYMPHOCYTE CHEMOTAXIS%GOBP%GO:0048247		24	0.58038074	1.5373256	0.019525802	1.0	1.0	6440	tags=46%, list=26%, signal=62%	
FATTY ACID OXIDATION%GOBP%GO:0019395	FATTY ACID OXIDATION%GOBP%GO:0019395		67	0.48661217	1.5342684	0.0035799523	1.0	1.0	8024	tags=61%, list=33%, signal=91%	
REGULATION OF CELLULAR EXTRAVASATION%GOBP%GO:0002691	REGULATION OF CELLULAR EXTRAVASATION%GOBP%GO:0002691		30	0.5607259	1.532045	0.017711172	1.0	1.0	6037	tags=47%, list=25%, signal=62%	
SPHINGOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046512	SPHINGOSINE BIOSYNTHETIC PROCESS%GOBP%GO:0046512		15	0.6402052	1.5298342	0.028409092	1.0	1.0	5280	tags=60%, list=22%, signal=76%	
FATTY ACID TRANSPORT%GOBP%GO:0015908	FATTY ACID TRANSPORT%GOBP%GO:0015908		66	0.48234755	1.5279577	0.00486618	1.0	1.0	4585	tags=32%, list=19%, signal=39%	
SENSORY PERCEPTION OF BITTER TASTE%GOBP%GO:0050913	SENSORY PERCEPTION OF BITTER TASTE%GOBP%GO:0050913		35	0.54618466	1.5272859	0.010943913	1.0	1.0	8377	tags=49%, list=34%, signal=74%	
CATECHOL-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0009712	CATECHOL-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0009712		26	0.56310695	1.5239164	0.020408163	1.0	1.0	6728	tags=58%, list=27%, signal=79%	
INHIBITION OF GNAQ REGULATED SIGNALING IN UVEAL MELANOMA%WIKIPATHWAYS_20260211%WP5490%HOMO SAPIENS	INHIBITION OF GNAQ REGULATED SIGNALING IN UVEAL MELANOMA%WIKIPATHWAYS_20260211%WP5490%HOMO SAPIENS		26	0.57571846	1.5210794	0.008321775	1.0	1.0	8172	tags=62%, list=33%, signal=92%	
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474	ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS I%GOBP%GO:0002474		33	0.53532153	1.5206951	0.01861702	1.0	1.0	5365	tags=33%, list=22%, signal=43%	
AXONAL FASCICULATION%GOBP%GO:0007413	AXONAL FASCICULATION%GOBP%GO:0007413		15	0.6406816	1.5206819	0.019345239	1.0	1.0	6980	tags=60%, list=28%, signal=84%	
NEURON PROJECTION FASCICULATION%GOBP%GO:0106030	NEURON PROJECTION FASCICULATION%GOBP%GO:0106030		15	0.6406816	1.5206338	0.031609196	1.0	1.0	6980	tags=60%, list=28%, signal=84%	
POSITIVE REGULATION OF CALCIUM ION TRANSPORT%GOBP%GO:0051928	POSITIVE REGULATION OF CALCIUM ION TRANSPORT%GOBP%GO:0051928		69	0.48388603	1.5203642	0.006142506	1.0	1.0	5949	tags=38%, list=24%, signal=50%	
REGULATION OF NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:2000819	REGULATION OF NUCLEOTIDE-EXCISION REPAIR%GOBP%GO:2000819		29	0.563952	1.517284	0.014430014	1.0	1.0	6855	tags=55%, list=28%, signal=77%	
TETRAPYRROLE METABOLIC PROCESS%GOBP%GO:0033013	TETRAPYRROLE METABOLIC PROCESS%GOBP%GO:0033013		52	0.4973419	1.5150319	0.0163522	1.0	1.0	8874	tags=58%, list=36%, signal=90%	
GLUCURONIDATION%REACTOME%R-HSA-156588.6	GLUCURONIDATION%REACTOME%R-HSA-156588.6		25	0.5654323	1.5131623	0.028169014	1.0	1.0	5362	tags=36%, list=22%, signal=46%	
CATECHOLAMINE METABOLIC PROCESS%GOBP%GO:0006584	CATECHOLAMINE METABOLIC PROCESS%GOBP%GO:0006584		26	0.56310695	1.5126628	0.023809524	1.0	1.0	6728	tags=58%, list=27%, signal=79%	
SPHINGOID BIOSYNTHETIC PROCESS%GOBP%GO:0046520	SPHINGOID BIOSYNTHETIC PROCESS%GOBP%GO:0046520		15	0.6402052	1.5110949	0.031930335	1.0	1.0	5280	tags=60%, list=22%, signal=76%	
