NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
FEMALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007143	FEMALE MEIOTIC NUCLEAR DIVISION%GOBP%GO:0007143	Details ...	21	0.6983362	1.8024133	0.0	1.0	0.841	3316	tags=33%, list=14%, signal=39%	
RECEPTOR INTERNALIZATION%GOBP%GO:0031623	RECEPTOR INTERNALIZATION%GOBP%GO:0031623	Details ...	55	0.56679773	1.7425117	0.0012771392	1.0	0.996	3335	tags=33%, list=14%, signal=38%	
VISUAL BEHAVIOR%GOBP%GO:0007632	VISUAL BEHAVIOR%GOBP%GO:0007632	Details ...	18	0.69790953	1.7326441	0.004341534	1.0	0.998	4704	tags=61%, list=19%, signal=76%	
PHOSPHATIDYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046471	PHOSPHATIDYLGLYCEROL METABOLIC PROCESS%GOBP%GO:0046471	Details ...	31	0.6279995	1.729016	0.004054054	1.0	0.999	2498	tags=26%, list=10%, signal=29%	
COMMON PATHWAY OF FIBRIN CLOT FORMATION%REACTOME DATABASE ID RELEASE 95%140875	COMMON PATHWAY OF FIBRIN CLOT FORMATION%REACTOME DATABASE ID RELEASE 95%140875	Details ...	22	0.6625261	1.7154218	0.0013927576	1.0	0.999	3625	tags=41%, list=15%, signal=48%	
GLYCEROPHOSPHOLIPID BIOSYNTHETIC PATHWAY%WIKIPATHWAYS_20260211%WP2533%HOMO SAPIENS	GLYCEROPHOSPHOLIPID BIOSYNTHETIC PATHWAY%WIKIPATHWAYS_20260211%WP2533%HOMO SAPIENS	Details ...	26	0.62050027	1.6722537	0.0026954177	1.0	1.0	2739	tags=27%, list=11%, signal=30%	
PEROXISOMAL LIPID METABOLISM%REACTOME%R-HSA-390918.7	PEROXISOMAL LIPID METABOLISM%REACTOME%R-HSA-390918.7	Details ...	23	0.63620806	1.6682533	0.009510869	1.0	1.0	5746	tags=57%, list=23%, signal=74%	
COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP558%HOMO SAPIENS	COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP558%HOMO SAPIENS	Details ...	49	0.55507797	1.6605122	0.0025641026	1.0	1.0	8585	tags=63%, list=35%, signal=97%	
DENGUE 2 INTERACTIONS WITH COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP3896%HOMO SAPIENS	DENGUE 2 INTERACTIONS WITH COMPLEMENT AND COAGULATION CASCADES%WIKIPATHWAYS_20260211%WP3896%HOMO SAPIENS	Details ...	50	0.54811907	1.653602	0.0050125313	1.0	1.0	8585	tags=62%, list=35%, signal=95%	
POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090026	POSITIVE REGULATION OF MONOCYTE CHEMOTAXIS%GOBP%GO:0090026	Details ...	18	0.66532856	1.652539	0.0028288544	1.0	1.0	5323	tags=56%, list=22%, signal=71%	
FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20260211%WP143%HOMO SAPIENS	FATTY ACID BETA OXIDATION%WIKIPATHWAYS_20260211%WP143%HOMO SAPIENS	Details ...	26	0.6159029	1.6490368	0.001396648	1.0	1.0	4516	tags=46%, list=18%, signal=57%	
ETHER LIPID METABOLIC PROCESS%GOBP%GO:0046485	ETHER LIPID METABOLIC PROCESS%GOBP%GO:0046485	Details ...	22	0.6328374	1.6481917	0.0057803467	1.0	1.0	2346	tags=27%, list=10%, signal=30%	
HALLMARK_PEROXISOME%MSIGDBHALLMARK%HALLMARK_PEROXISOME	HALLMARK_PEROXISOME%MSIGDBHALLMARK%HALLMARK_PEROXISOME	Details ...	81	0.50610733	1.6345515	0.001216545	1.0	1.0	5125	tags=37%, list=21%, signal=47%	
